Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database
LANDLORDS,,492636080,Historical Newspapers," Davis, Tero
Tero
Tero Davis
Davis
Tero Davis"," Copyright Real Times, Inc. Mar 7, 1942"," 741110962 , 7289572 , 68419", letter_to_editor," Mar 7, 1942",, English, English, 14," Chicago, Ill.","Mar 7, 1942",The Chicago Defender (National edition) (1921-1967),1942,http://search.proquest.com/docview/492636080?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=LANDLORDS&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1942-03-07&amp;volume=&amp;issue=&amp;spage=14&amp;au=Davis%2C+Tero&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Simple and Pretty Aprons,,176673285,Historical Newspapers,," Copyright Tribune Publishing Company Apr 20, 1942"," 468231752 , 6069082 , 53854", article," Apr 20, 1942",, English, English,," Chicago, Ill.","Apr 20, 1942",Chicago Daily Tribune (1923-1963),1942,http://search.proquest.com/docview/176673285?accountid=14496, 19,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=Simple+and+Pretty+Aprons&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1942-04-20&amp;volume=&amp;issue=&amp;spage=19&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
BOOKIE SQUAD RAIDS HOTEL IN LOOP: 3 SEIZED,,176674331,Historical Newspapers,," Copyright Tribune Publishing Company Apr 24, 1942"," 468241802 , 6069122 , 53854", article," Apr 24, 1942",, English, English,," Chicago, Ill.","Apr 24, 1942",Chicago Daily Tribune (1923-1963),1942,http://search.proquest.com/docview/176674331?accountid=14496, 4,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=BOOKIE+SQUAD+RAIDS+HOTEL+IN+LOOP%3A+3+SEIZED&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1942-04-24&amp;volume=&amp;issue=&amp;spage=4&amp;au=&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
BILLIKENS RESCUED FROM BURNING BUILDING,,492632196,Historical Newspapers,," Copyright Real Times, Inc. Jan 30, 1943"," 741253252 , 7289882 , 68419", article," Jan 30, 1943",, English, English, 11," Chicago, Ill.","Jan 30, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492632196?accountid=14496, 11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=BILLIKENS+RESCUED+FROM+BURNING+BUILDING%3A+LILY+DUNCAN+LEAPS+FROM+BURNING+HOUSE+ESCAPES+WITH+MINOR+INJURIES+IN+THREE+STORY+FALL&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-01-30&amp;volume=&amp;issue=&amp;spage=11&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
N. Chicago Fire Routs 6 Families,,492643761,Historical Newspapers,," Copyright Real Times, Inc. Apr 17, 1943"," 740857002 , 7289032 , 68419", article," Apr 17, 1943",, English, English, 8," Chicago, Ill.","Apr 17, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492643761?accountid=14496, 8,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=N.+Chicago+Fire+Routs+6+Families&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-04-17&amp;volume=&amp;issue=&amp;spage=8&amp;au=&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Cook Books Seem to Ignore A Palatable Combination,,106723737,Historical Newspapers," KITCHENETTE
KITCHENETTE"," Copyright New York Times Company Apr 25, 1943"," 85101285-1 , 1494000 , 43896", letter_to_editor," Apr 25, 1943",0362-4331, English, English,," New York, N.Y.","Apr 25, 1943",New York Times (1923-Current file),1943,http://search.proquest.com/docview/106723737?accountid=14496, E11,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=Cook+Books+Seem+to+Ignore+A+Palatable+Combination&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1943-04-25&amp;volume=&amp;issue=&amp;spage=E11&amp;au=KITCHENETTE&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
SQUEALING KIDS.,,176881265,Historical Newspapers," Allman, James P
James
James P Allman
Allman
P
JAMES P ALLMAN"," Copyright Tribune Publishing Company Aug 29, 1943"," 475286902 , 6085482 , 53854", letter_to_editor," Aug 29, 1943",, English, English,," Chicago, Ill.","Aug 29, 1943",Chicago Daily Tribune (1923-1963),1943,http://search.proquest.com/docview/176881265?accountid=14496, 16,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=SQUEALING+KIDS.&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1943-08-29&amp;volume=&amp;issue=&amp;spage=16&amp;au=Allman%2C+James+P&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Is Chicago Behind New York?,"The Negroes of Chicago have been dealt one of the most powerful body blows in the history of the American Negro when it was charged by Rev. Powell of New York that we here in Chicago are complacent about the way things are, and that the racial prejudice...",492632566,Historical Newspapers," Wilkins, Jasper
Jasper
Jasper Wilkins
Wilkins
Jasper Wilkins"," Copyright Real Times, Inc. Sep 18, 1943"," 761549462 , 7468222 , 68419", letter_to_editor," Sep 18, 1943",, English, English, 14," Chicago, Ill.","Sep 18, 1943",The Chicago Defender (National edition) (1921-1967),1943,http://search.proquest.com/docview/492632566?accountid=14496, 14,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Is+Chicago+Behind+New+York%3F&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1943-09-18&amp;volume=&amp;issue=&amp;spage=14&amp;au=Wilkins%2C+Jasper&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
"BOWLES REINSTATES RENT HIKE, REVERSES CHICAGO OPA RULING","Sixty-five famllies in the nine story Country Club apartment hotel 6930 South Shore drive, will have to pay a total of $400 more in monthly rent, retroactive to Nov. 25, Chester Bowles, director of the office of price administration, said yesterday in an order issued in...",176938622,Historical Newspapers," Chase, Al
Al
Al Chase
Chase
AL CHASE"," Copyright Tribune Publishing Company Dec 3, 1943"," 472044032 , 6078302 , 53854", article," Dec 3, 1943",, English, English,," Chicago, Ill.","Dec 3, 1943",Chicago Daily Tribune (1923-1963),1943,http://search.proquest.com/docview/176938622?accountid=14496, 31,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpchicagotribune&amp;atitle=BOWLES+REINSTATES+RENT+HIKE%2C+REVERSES+CHICAGO+OPA+RULING&amp;title=Chicago+Daily+Tribune+%281923-1963%29&amp;issn=&amp;date=1943-12-03&amp;volume=&amp;issue=&amp;spage=31&amp;au=Chase%2C+Al&amp;isbn=&amp;jtitle=Chicago+Daily+Tribune+%281923-1963%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Tribune
Wants Clean Campaign,"Thousands of white people ride the ""L"" daily and they see those dirty back yards of the Negro community. Do you wonder why we have restricted areas? The South Side is our best, where our best people reside. What can be done to make it more beautiful?",492618791,Historical Newspapers," Mrs. A D Johnson
Mrs. A D Johnson"," Copyright Real Times, Inc. May 20, 1944"," 746372122 , 7327082 , 68419", letter_to_editor," May 20, 1944",, English, English, 12," Chicago, Ill.","May 20, 1944",The Chicago Defender (National edition) (1921-1967),1944,http://search.proquest.com/docview/492618791?accountid=14496, 12,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Wants+Clean+Campaign&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1944-05-20&amp;volume=&amp;issue=&amp;spage=12&amp;au=Mrs.+A+D+Johnson&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
Tenants Lives Endangered By Bad Housing,I have read with interest the articles written by people living in these Chicago fire-traps and wish to allow the public or interested organizations to become familiar with still another of these structures.,492704550,Historical Newspapers," Brown, H
H
H Brown
Brown
H Brown"," Copyright Real Times, Inc. Feb 10, 1945"," 746197622 , 7326742 , 68419", letter_to_editor," Feb 10, 1945",, English, English, 10," Chicago, Ill.","Feb 10, 1945",The Chicago Defender (National edition) (1921-1967),1945,http://search.proquest.com/docview/492704550?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Ahnpchicagodefender&amp;atitle=Tenants+Lives+Endangered+By+Bad+Housing&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;issn=&amp;date=1945-02-10&amp;volume=&amp;issue=&amp;spage=10&amp;au=Brown%2C+H&amp;isbn=&amp;jtitle=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: Chicago Defender
25 Slightly Injured In Norfolk Trolley Crash,"Norfolk, Nov. 17 (AP.) -- Twenty-five persons who suffered cuts and bruises when two street cars collided here today were released after being given first aid treatment at local hospitals.",151751492,Historical Newspapers,," Copyright The Washington Post Company Nov 18, 1945"," 214646392 , 1937712 , 48614", article," Nov 18, 1945",, English, English,," Washington, D.C.","Nov 18, 1945",The Washington Post (1923-1954),1945,http://search.proquest.com/docview/151751492?accountid=14496, M2,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpwashingtonpost&amp;atitle=25+Slightly+Injured+In+Norfolk+Trolley+Crash&amp;title=The+Washington+Post+%281923-1954%29&amp;issn=&amp;date=1945-11-18&amp;volume=&amp;issue=&amp;spage=M2&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post+%281923-1954%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The Washington Post
FOR COOKS RESTRICTED TO ONE WALL OUTLET,,107696578,Historical Newspapers," The New York Times Studio
The New York Times Studio"," Copyright New York Times Company Jan 26, 1946"," 93017947 , 1535890 , 43896", article," Jan 26, 1946",0362-4331, English, English,," New York, N.Y.","Jan 26, 1946",New York Times (1923-Current file),1946,http://search.proquest.com/docview/107696578?accountid=14496, 10,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Ahnpnewyorktimeswindex&amp;atitle=FOR+COOKS+RESTRICTED+TO+ONE+WALL+OUTLET&amp;title=New+York+Times+%281923-Current+file%29&amp;issn=03624331&amp;date=1946-01-26&amp;volume=&amp;issue=&amp;spage=10&amp;au=The+New+York+Times+Studio&amp;isbn=&amp;jtitle=New+York+Times+%281923-Current+file%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,ProQuest Historical Newspapers: The New York Times with Index
